property_type,price_aprox_usd,surface_covered_in_m2,lat,lon,state
apartment,31927.95,70.0,19.490331,-99.207579,Distrito Federal
apartment,32314.35,60.0,19.3821,-99.204573,Distrito Federal
house,248757.12,319.0,19.411685,-99.166322,Distrito Federal
house,700730.23,725.0,19.5462484,-99.131088,Distrito Federal
house,1211789.12,920.0,19.405625,-99.237868,Distrito Federal
apartment,39524.23,66.0,19.461416,-99.133163,Distrito Federal
apartment,28398.01,69.0,19.363469,-99.010141,Distrito Federal
apartment,500521.59,330.0,23.634501,-102.552788,Distrito Federal
apartment,104664.75,60.0,19.364005,-99.153602,Distrito Federal
house,583344.74,150.0,23.634501,-102.552788,Distrito Federal
apartment,374337.46,184.0,19.3023508,-99.1679459,Distrito Federal
apartment,163366.83,99.0,19.3747920646,-99.137270786,Distrito Federal
apartment,79575.45,75.0,19.440749,-99.141649,Distrito Federal
house,94835.67,120.0,19.346931,-99.025154,Distrito Federal
apartment,21795.44,55.0,19.45178,-99.15709,Distrito Federal
house,553339.27,250.0,19.381729,-99.164986,Distrito Federal
apartment,274496.58,85.0,19.443333,-99.202983,Distrito Federal
apartment,820000.0,283.0,21.1902642,-86.8198375,Quintana Roo
apartment,118070.41,107.0,19.39557,-99.132937,Distrito Federal
house,4952529.47,113100.0,19.3447,-99.212753,Distrito Federal
apartment,76395.4,64.0,19.478815,-99.196831,Distrito Federal
house,2500000.0,800.0,19.420166,-99.220367,Distrito Federal
house,84298.37,210.0,19.546411,-99.130511,Distrito Federal
store,65873.72,303.0,21.1463698,-86.8613971,Quintana Roo
apartment,24459.75,85.0,19.409843,-99.125509,Distrito Federal
apartment,30835.54,110.0,19.282895,-99.166933,Distrito Federal
house,98633.83,193.0,19.338268,-99.128173,Distrito Federal
house,385138.19,442.0,19.395451,-99.183774,Distrito Federal
house,134733.68,150.0,19.378562,-99.130993,Distrito Federal
apartment,192305.66,85.0,19.401331,-99.154029,Distrito Federal
apartment,97469.99,126.0,19.425758,-99.174333,Distrito Federal
apartment,175231.5,115.0,19.428324,-99.176337,Distrito Federal
apartment,139619.18,83.0,19.365031,-99.147736,Distrito Federal
apartment,516449.98,120.0,19.320576,-99.20929,Distrito Federal
apartment,70516.85,90.0,19.273713,-99.120741,Distrito Federal
apartment,107322.36,108.0,19.309713,-99.1262,Distrito Federal
house,94835.67,180.0,21.139641,-86.879738,Benito Juárez
apartment,86862.09,80.0,19.348122,-99.125716,Distrito Federal
house,242415.29,450.0,21.158964,-86.845937,Quintana Roo
apartment,110114.75,93.0,19.387579,-99.170353,Distrito Federal
apartment,76079.28,75.0,19.404442,-99.162688,Distrito Federal
house,121916.52,245.0,20.679055,-87.050622,Solidaridad
apartment,574282.67,221.0,19.393557,-99.265242,Distrito Federal
apartment,161826.53,106.0,19.362511,-99.166374,Distrito Federal
house,110050.31,220.0,19.396669,-99.067626,Distrito Federal
apartment,81664.04,74.0,19.384506,-99.135865,Distrito Federal
apartment,255529.44,122.0,19.390912,-99.172242,Distrito Federal
house,128735.73,250.0,19.362488,-99.108269,Distrito Federal
apartment,1027386.43,180.0,23.634501,-102.552788,Distrito Federal
apartment,558476.72,241.0,19.362619,-99.265706,Distrito Federal
house,144887.83,140.0,19.379863,-99.123453,Distrito Federal
apartment,31619.38,69.0,19.505199,-99.155991,Distrito Federal
house,674386.99,265.0,19.390415,-99.254997,Distrito Federal
apartment,57968.87,73.0,19.3883217,-99.1862188,Distrito Federal
house,129000.0,157.0,20.2088602,-87.4653115,Quintana Roo
apartment,220492.93,80.0,19.414597,-99.156686,Distrito Federal
apartment,104319.23,127.0,19.399028,-99.175227,Distrito Federal
house,226605.6,308.0,19.4615578,-99.130454,Distrito Federal
apartment,81242.55,95.0,19.362864,-99.173988,Distrito Federal
house,570000.0,450.0,20.628505,-87.079752,Quintana Roo
house,425000.0,293.0,20.618797,-87.086315,Quintana Roo
house,63223.78,180.0,19.364245,-99.302638,Distrito Federal
house,231875.5,388.0,19.462588021,-99.1328519441,Distrito Federal
apartment,94045.37,65.0,19.472155,-99.161186,Distrito Federal
apartment,186000.0,62.0,20.632206,-87.07283,Quintana Roo
house,68492.42,96.0,19.469769,-99.157379,Distrito Federal
apartment,99074.07,133.0,19.3152718515,-99.1075855494,Distrito Federal
apartment,37934.26,56.0,19.391754,-99.056058,Distrito Federal
house,188090.74,130.0,19.277746,-99.167284,Distrito Federal
apartment,474178.35,188.0,19.3634214999,-99.2763233185,Distrito Federal
apartment,105741.77,60.0,19.493973,-99.130394,Distrito Federal
house,83264.38,210.0,21.146414,-86.843369,Quintana Roo
apartment,165962.42,37.0,19.415513,-99.179369,Distrito Federal
apartment,79048.46,82.0,21.1902642,-86.8198375,Quintana Roo
apartment,71126.75,70.0,19.383446,-99.137643,Distrito Federal
house,4500000.0,2000.0,20.8478084,-86.8755342,Quintana Roo
apartment,175231.5,100.0,19.428324,-99.176337,Distrito Federal
apartment,53112.13,75.0,19.324386,-99.124228,Distrito Federal
house,71670.61,117.0,20.6295586,-87.0738851,Quintana Roo
apartment,27133.53,60.0,19.452689,-99.117987,Distrito Federal
house,126447.56,280.0,19.476545,-99.066788,Distrito Federal
apartment,50327.52,72.0,19.3915,-99.038137,Distrito Federal
apartment,331924.84,128.0,19.4070717,-99.1621603,Distrito Federal
apartment,189716.32,180.0,19.3428273,-99.1522157,Distrito Federal
house,37229.03,395.0,19.342911,-99.224472,Distrito Federal
apartment,173839.05,122.0,19.449148,-99.175534,Distrito Federal
house,115937.75,180.0,21.129547,-86.817017,Quintana Roo
apartment,98502.65,89.0,19.436264,-99.099608,Distrito Federal
apartment,18444.64,60.0,19.422676,-99.097893,Distrito Federal
apartment,287209.43,180.0,19.3049333,-99.1836755,Distrito Federal
apartment,32279.21,70.0,19.457685,-99.121754,Distrito Federal
apartment,253930.41,136.0,19.382013,-99.188522,Distrito Federal
apartment,38777.25,65.0,19.511198,-99.200576,Distrito Federal
apartment,33990.84,47.0,19.3916358,-99.0557268,Distrito Federal
house,58850.8,72.0,19.306983,-99.1804,Distrito Federal
apartment,263494.89,120.0,19.3024064,-99.2018433,Distrito Federal
house,1085598.95,660.0,19.3228543,-99.2059887,Distrito Federal
apartment,26027.12,60.0,19.404918,-99.1978,Distrito Federal
apartment,387245.65,115.0,19.437991,-99.188609,Distrito Federal
apartment,300000.0,122.0,20.6295586,-87.0738851,Quintana Roo
apartment,29504.43,45.0,19.402752,-99.098587,Distrito Federal
house,260798.09,272.0,19.33981,-99.216052,Distrito Federal
apartment,85878.96,78.0,19.396893,-99.152302,Distrito Federal
apartment,42676.05,58.0,19.443178,-99.144234,Distrito Federal
apartment,18444.64,45.0,19.4873329,-99.1236134,Distrito Federal
apartment,121354.51,75.0,19.397686,-99.161395,Distrito Federal
house,158059.45,220.0,19.365271,-99.232466,Distrito Federal
apartment,80139.33,50.0,19.4555330491,-99.1633956134,Distrito Federal
apartment,728654.07,167.0,23.634501,-102.552788,Distrito Federal
apartment,33982.78,70.0,19.448187,-99.161176,Distrito Federal
apartment,156706.83,70.0,19.386821,-99.164805,Distrito Federal
house,225024.63,210.0,20.65593,-87.05368,Quintana Roo
house,1690000.0,50.0,21.129547,-86.817017,Quintana Roo
house,210795.91,232.0,19.3393661,-99.1455392,Distrito Federal
house,205477.28,222.0,21.1473004962,-86.830727309,Quintana Roo
apartment,60076.83,67.0,19.461306,-99.127826,Distrito Federal
house,139619.18,144.0,20.6148304777,-87.1044373512,Quintana Roo
apartment,44203.95,50.0,19.419427,-99.067675,Distrito Federal
apartment,166489.28,70.0,19.384365,-99.156091,Distrito Federal
house,782579.82,629.0,19.38155587,-99.1729466245,Distrito Federal
house,159113.18,400.0,19.473623,-99.124863,Distrito Federal
apartment,65100.78,340.0,19.416847,-99.154596,Distrito Federal
apartment,51632.75,63.0,19.194247,-99.141976,Distrito Federal
house,124340.1,115.0,19.364233,-99.243773,Distrito Federal
apartment,131418.07,94.0,19.3338880248,-99.151327014,Distrito Federal
house,306635.33,136.0,19.325355,-99.232561,Distrito Federal
house,14857.58,85.0,21.151917,-86.899796,Quintana Roo
apartment,81664.04,67.0,19.474223,-99.18722,Distrito Federal
apartment,340345.2,108.0,19.4032833,-99.1821858,Distrito Federal
apartment,137017.34,78.0,19.3825040623,-99.1580399126,Distrito Federal
apartment,205526.01,122.0,19.408697,-99.181012,Distrito Federal
apartment,42823.57,75.0,19.489901,-99.192497,Distrito Federal
house,34555.77,57.0,19.325894,-99.059696,Distrito Federal
house,1475221.54,750.0,19.353921,-99.190427,Distrito Federal
apartment,93333.36,90.0,19.39177,-99.159996,Distrito Federal
apartment,189716.32,300.0,21.141269068,-86.8256378174,Quintana Roo
apartment,55320.8,64.0,19.385994,-99.106613,Distrito Federal
house,790484.67,500.0,19.341894,-99.224525,Distrito Federal
apartment,115910.26,83.0,19.368808,-99.112954,Distrito Federal
apartment,79029.72,50.0,19.404661,-99.133858,Distrito Federal
apartment,47191.28,66.0,19.30241,-99.109299,Distrito Federal
apartment,35475.54,60.0,19.455894,-99.18355,Distrito Federal
apartment,209165.34,51.0,19.440935,-99.188522,Distrito Federal
apartment,237089.17,120.0,19.41498,-99.177444,Distrito Federal
house,342086.61,230.0,19.417168,-99.230481,Distrito Federal
apartment,25299.31,80.0,19.383948,-99.067884,Distrito Federal
apartment,204686.98,121.0,19.368182,-99.176664,Distrito Federal
house,790297.25,328.0,19.353813,-99.163605,Distrito Federal
house,43350.43,74.0,21.137991,-86.870964,Benito Juárez
apartment,142253.5,55.0,19.372684,-99.183678,Distrito Federal
house,62171.47,148.0,19.357477,-99.075537,Distrito Federal
house,383294.16,237.0,19.3402891,-99.1989148,Distrito Federal
apartment,27486.01,50.0,19.422817,-99.058911,Distrito Federal
house,466385.95,270.0,19.315818,-99.227843,Distrito Federal
house,102612.19,250.0,19.480841,-99.067085,Distrito Federal
apartment,271035.92,106.0,19.331932,-99.246689,Distrito Federal
apartment,53399.87,60.0,19.2990233,-99.0436467,Distrito Federal
apartment,85527.7,110.0,19.347664,-99.125001,Distrito Federal
apartment,444726.6,314.0,19.381729,-99.164986,Distrito Federal
apartment,43181.84,45.0,19.399689,-99.188522,Distrito Federal
apartment,105372.96,58.0,19.492992,-99.149765,Distrito Federal
house,342086.61,426.0,19.423365,-99.224539,Distrito Federal
apartment,150830.86,73.0,19.3596034,-99.1514055,Distrito Federal
house,87703.06,220.0,19.360048,-99.299593,Distrito Federal
apartment,142253.5,82.0,19.381729,-99.164986,Distrito Federal
apartment,268764.29,101.0,19.39365,-99.14769,Distrito Federal
house,85899.33,218.0,19.41821,-99.152376,Distrito Federal
house,102957.29,141.0,19.3126089706,-99.1228191555,Distrito Federal
apartment,150156.47,78.0,19.322523,-99.141464,Distrito Federal
house,65873.72,150.0,21.1363144,-86.8403365,Quintana Roo
apartment,32138.75,66.0,19.446253,-99.157519,Distrito Federal
house,279304.58,330.0,21.139086,-86.84964,Quintana Roo
apartment,120652.04,120.0,19.367931,-99.170262,Distrito Federal
apartment,505910.19,253.0,21.129547,-86.817017,Quintana Roo
apartment,140525.38,61.0,19.364891,-99.148384,Distrito Federal
house,205526.01,179.0,21.0717887,-86.8881652,Quintana Roo
apartment,173865.39,100.0,19.394358,-99.177444,Distrito Federal
house,129112.49,140.0,20.626583,-87.078659,Quintana Roo
house,86953.31,150.0,21.082655,-86.857162,Quintana Roo
house,147522.15,300.0,21.139086,-86.84964,Quintana Roo
apartment,40568.59,53.0,19.383599,-99.190834,Distrito Federal
house,89567.02,190.0,18.511746,-88.316979,Quintana Roo
house,216803.59,236.0,21.082655,-86.857162,Quintana Roo
house,92023.21,133.0,18.015418,-92.953393,Zacatecas
apartment,280000.0,90.0,20.500913,-87.225068,Quintana Roo
house,41122.22,70.0,19.272198,-99.220178,Distrito Federal
apartment,73778.56,0.0,19.3305971,-99.0536536,Distrito Federal
apartment,269180.16,117.0,19.3503274,-99.2989735,Distrito Federal
apartment,38039.64,74.0,19.383251,-99.105499,Distrito Federal
apartment,46364.1,90.0,19.427118,-99.141954,Distrito Federal
apartment,140121.28,62.0,19.39912,-99.141464,Distrito Federal
apartment,60238.19,80.0,19.398983,-99.154034,Distrito Federal
apartment,123813.23,90.0,19.387131,-99.147493,Distrito Federal
apartment,90093.88,90.0,19.384371,-99.135965,Distrito Federal
apartment,84482.77,75.0,19.39557,-99.132937,Distrito Federal
apartment,104343.97,127.0,19.400249,-99.177444,Distrito Federal
apartment,68546.69,64.0,19.383446,-99.137643,Distrito Federal
apartment,131800.14,85.0,19.434723,-99.175887,Distrito Federal
apartment,44203.95,70.0,19.382649,-99.143384,Distrito Federal
apartment,33218.82,54.0,19.406759,-99.125172,Distrito Federal
house,737785.69,400.0,19.355921,-99.180214,Distrito Federal
apartment,2513000.0,349.0,19.433077,-99.198212,Distrito Federal
apartment,47628.58,60.0,19.49662,-99.185876,Distrito Federal
apartment,46375.1,70.0,19.39617,-99.13791,Distrito Federal
apartment,310729.14,121.0,19.394358,-99.177444,Distrito Federal
house,158059.45,150.0,23.634501,-102.552788,Distrito Federal
apartment,950000.0,420.0,19.401079,-99.24807,Distrito Federal
apartment,265000.0,233.0,20.4991035674,-87.2227642199,Quintana Roo
apartment,173865.39,127.0,19.39177,-99.159996,Distrito Federal
apartment,79029.72,65.0,19.370046,-99.146155,Distrito Federal
house,237089.17,296.0,19.523924,-99.151918,Distrito Federal
apartment,192305.66,85.0,19.3618265,-99.1542053,Distrito Federal
house,91147.61,90.0,19.35667,-99.235854,Distrito Federal
house,30558.16,70.0,22.750736,-102.608537,Zacatecas
apartment,51770.26,110.0,19.308573,-99.07088,Distrito Federal
apartment,46954.78,60.0,19.359901,-99.189606,Distrito Federal
apartment,189671.34,89.0,19.417364,-99.159454,Distrito Federal
apartment,79556.59,80.0,19.427754,-99.171109,Distrito Federal
apartment,77533.42,85.0,19.396705,-99.181902,Distrito Federal
house,110114.75,128.0,20.647563,-87.075345,Solidaridad
apartment,158059.45,100.0,19.340202,-99.257774,Distrito Federal
apartment,166528.77,144.0,21.1551822,-86.8218046,Quintana Roo
apartment,94308.8,57.0,19.298168,-99.113106,Distrito Federal
apartment,128536.81,62.0,19.39912,-99.141464,Distrito Federal
apartment,265234.0,156.0,20.6157480492,-87.0938821882,Quintana Roo
house,389932.66,420.0,19.401079,-99.24807,Distrito Federal
house,246104.22,327.0,19.3439785,-99.1248628,Distrito Federal
apartment,90093.88,70.0,19.369509,-99.172532,Distrito Federal
apartment,39567.54,59.0,19.456595,-99.20456,Distrito Federal
apartment,33200.35,50.0,19.4179232,-99.1483827,Distrito Federal
house,105397.95,230.0,21.161908,-86.8515279,Quintana Roo
house,595000.0,491.0,20.65593,-87.05368,Quintana Roo
house,231137.71,360.0,19.367024,-99.180497,Distrito Federal
apartment,440942.03,255.0,19.443178,-99.20237,Distrito Federal
house,150683.34,140.0,19.300504,-99.122136,Distrito Federal
apartment,388688.69,203.0,21.1903799,-86.8190064,Quintana Roo
apartment,32474.95,86.0,19.307754,-99.12497,Distrito Federal
apartment,190122.1,97.0,19.3813197,-99.1996895,Distrito Federal
apartment,43202.91,50.0,19.410307,-99.065399,Distrito Federal
apartment,64857.06,80.0,19.461871,-99.129227,Distrito Federal
house,2000000.0,550.0,19.420166,-99.220367,Distrito Federal
apartment,34387.36,60.0,19.527836,-99.169827,Distrito Federal
house,737785.69,420.0,19.4037619,-99.2513326,Distrito Federal
house,57433.27,148.0,19.456919,-99.105499,Distrito Federal
apartment,135057.59,79.0,19.3638234,-99.1444714,Distrito Federal
apartment,46943.65,80.0,19.359897,-99.18956,Distrito Federal
house,895670.22,291.0,19.420166,-99.220367,Distrito Federal
house,97493.1,230.0,21.117013009,-86.8487233455,Quintana Roo
apartment,890000.0,284.0,21.1902642,-86.8198375,Quintana Roo
apartment,27555.03,44.0,19.346609,-99.072311,Distrito Federal
apartment,60043.36,70.0,19.445816,-99.170462,Distrito Federal
apartment,192305.66,85.0,19.368544,-99.163605,Distrito Federal
house,294517.44,297.0,19.340695,-99.211606,Distrito Federal
apartment,81372.59,60.0,19.444865,-99.156877,Distrito Federal
apartment,163328.09,100.0,19.381729,-99.164986,Distrito Federal
apartment,96416.26,62.0,19.377369,-99.198052,Distrito Federal
apartment,26349.48,42.0,19.444584,-99.174675,Distrito Federal
apartment,61881.11,70.0,19.352333,-99.121169,Distrito Federal
house,105372.96,0.0,19.2725263642,-99.2171752453,Distrito Federal
apartment,545000.0,254.0,20.626583,-87.078659,Solidaridad
apartment,948356.7,567.0,19.390525,-99.179751,Distrito Federal
apartment,39567.54,59.0,19.456595,-99.20456,Distrito Federal
apartment,106690.12,60.0,19.328833,-99.133163,Distrito Federal
apartment,50327.52,76.0,19.4113101,-99.064722,Distrito Federal
house,137827.84,150.0,19.359668,-99.220902,Distrito Federal
apartment,61903.72,44.0,23.634501,-102.552788,Distrito Federal
apartment,99050.58,110.0,19.443486,-99.211871,Distrito Federal
apartment,44783.51,56.0,19.392349,-99.07093,Distrito Federal
apartment,34351.58,69.0,19.504602,-99.153096,Distrito Federal
house,94835.67,280.0,19.34343,-98.988029,Distrito Federal
house,105372.96,253.0,19.3211179,-99.0755302,Distrito Federal
house,1000000.0,550.0,19.404579758,-99.2446129024,Distrito Federal
house,697042.18,550.0,19.450604,-99.144306,Distrito Federal
house,395242.33,700.0,21.0707599686,-86.8510852754,Quintana Roo
apartment,34421.87,55.0,19.384327,-99.215523,Distrito Federal
apartment,120827.65,90.0,19.40099,-99.161174,Distrito Federal
apartment,430000.0,220.0,21.1184519879,-86.7688007344,Quintana Roo
house,34615.01,59.0,19.515243,-99.132178,Distrito Federal
apartment,233438.0,98.0,19.407187,-99.172405,Distrito Federal
apartment,129554.0,97.0,20.655981,-87.084119,Quintana Roo
apartment,120652.04,90.0,19.400959,-99.162199,Distrito Federal
house,66384.96,79.0,19.445241,-99.102692,Distrito Federal
apartment,34720.39,50.0,19.439037,-99.119514,Distrito Federal
apartment,83180.59,127.0,19.2990233,-99.0436467,Distrito Federal
house,299362.49,195.0,19.400249,-99.177444,Distrito Federal
apartment,254378.56,118.0,19.381729,-99.164986,Distrito Federal
apartment,209693.45,146.0,21.1492842346,-86.8211424351,Quintana Roo
apartment,99577.45,115.0,19.378233,-99.2054,Distrito Federal
apartment,417678.68,243.0,19.443851,-99.202732,Distrito Federal
apartment,44167.29,49.0,19.357981,-99.080612,Distrito Federal
apartment,753595.38,226.0,19.390415,-99.254997,Distrito Federal
house,94835.67,108.0,19.26328,-99.118411,Distrito Federal
apartment,216065.81,147.0,21.1217346614,-86.7687320709,Quintana Roo
apartment,90884.18,70.0,19.445816,-99.170462,Distrito Federal
apartment,39514.86,90.0,19.387651,-99.142257,Distrito Federal
house,98787.15,200.0,19.467705,-99.066788,Distrito Federal
apartment,25275.11,42.0,19.4306069,-99.0949899,Distrito Federal
apartment,439932.13,147.0,19.430132,-99.169144,Distrito Federal
