property_type,price_aprox_usd,surface_covered_in_m2,lat,lon,state
apartment,34509.64,50.0,19.291269,-99.055684,Distrito Federal
apartment,123813.23,80.0,19.387245,-99.147388,Distrito Federal
apartment,94835.67,68.0,19.43965,-99.179173,Distrito Federal
apartment,63223.78,50.0,19.454082,-99.125206,Distrito Federal
house,395148.62,280.0,19.359433,-99.156187,Distrito Federal
apartment,52686.48,64.0,19.437147,-99.167073,Distrito Federal
apartment,181768.36,108.0,19.380715,-99.183428,Distrito Federal
house,179134.04,263.0,19.279534,-99.111874,Distrito Federal
house,199154.9,185.0,21.158964,-86.845937,Quintana Roo
apartment,363622.94,168.0,19.441608,-99.204101,Distrito Federal
house,1620000.0,650.0,19.371342,-99.253616,Distrito Federal
house,203418.05,232.0,19.343424,-99.135933,Distrito Federal
house,316635.86,434.0,19.443288,-99.17425,Distrito Federal
house,1106678.54,400.0,19.446829,-99.159454,Distrito Federal
apartment,400000.0,139.0,20.2016654,-87.4605774,Quintana Roo
apartment,17228.48,44.0,19.391009,-99.057668,Distrito Federal
house,86953.31,120.0,21.152508,-86.850891,Quintana Roo
apartment,32778.76,75.0,19.444538,-99.162752,Distrito Federal
house,94515.86,116.0,19.388044,-99.185753,Distrito Federal
apartment,790000.0,150.0,20.626583,-87.078659,Quintana Roo
apartment,45036.4,64.0,19.440749,-99.141649,Distrito Federal
house,1053979.56,659.0,19.327168,-99.224525,Distrito Federal
house,210795.91,220.0,21.129547,-86.817017,Quintana Roo
apartment,31769.94,45.0,19.309824,-99.045654,Distrito Federal
apartment,66384.96,79.0,19.293561,-99.117034,Distrito Federal
house,144922.18,300.0,19.286496,-99.122959,Distrito Federal
house,256267.05,155.0,19.394073,-99.153915,Distrito Federal
apartment,121800.61,67.0,19.446829,-99.159454,Distrito Federal
apartment,121178.91,308.0,19.364099,-99.26406,Distrito Federal
apartment,268764.78,205.0,19.3930931,-99.1569399,Distrito Federal
apartment,960816.0,166.0,19.431882,-99.193514,Distrito Federal
apartment,160851.83,87.0,19.39912,-99.141464,Distrito Federal
apartment,71126.75,80.0,19.44661,-99.160309,Distrito Federal
apartment,1390000.0,330.0,19.435038,-99.192462,Distrito Federal
apartment,91674.48,127.0,20.6207902002,-87.09069103,Quintana Roo
apartment,91557.51,33.0,19.421298,-99.160017,Distrito Federal
apartment,440942.03,255.0,19.443178,-99.20237,Distrito Federal
apartment,289791.68,117.0,19.416294,-99.16748,Distrito Federal
apartment,65952.94,70.0,19.479793,-99.186945,Distrito Federal
apartment,711267.53,370.0,19.401079,-99.24807,Distrito Federal
apartment,395242.33,1065.0,19.46731,-99.133163,Distrito Federal
apartment,386053.74,204.0,21.1678473,-86.8203569,Quintana Roo
house,56901.4,206.0,19.35976,-99.009492,Distrito Federal
house,45310.37,88.0,20.6295269,-87.0738739,Solidaridad
house,86953.31,0.0,21.139271,-86.859673,Quintana Roo
apartment,400459.42,132.0,19.381729,-99.164986,Distrito Federal
apartment,467855.97,161.0,19.284228,-99.215038,Distrito Federal
apartment,129312.75,67.0,19.4623699537,-99.1446418778,Distrito Federal
apartment,1053729.67,0.0,19.4303825,-99.1869673,Distrito Federal
house,30856.04,160.0,21.174032,-86.83198,Quintana Roo
house,237089.17,400.0,21.16914,-86.864693,Benito Juárez
house,131716.2,90.0,19.359798,-99.161675,Distrito Federal
house,790297.25,304.0,19.372064,-99.1661897,Distrito Federal
apartment,41727.69,88.0,19.318989,-99.094437,Distrito Federal
apartment,26957.09,85.0,19.421296,-99.06582,Distrito Federal
apartment,42676.05,70.0,19.449392,-99.138544,Distrito Federal
house,184446.42,190.0,19.4873329,-99.1236134,Distrito Federal
apartment,230556.05,80.0,19.353592,-99.177275,Distrito Federal
apartment,100894.61,80.0,19.355751,-99.299347,Distrito Federal
apartment,42917.25,60.0,19.4279665308,-99.1459840536,Distrito Federal
apartment,131716.2,680.0,19.390542,-99.16307,Distrito Federal
apartment,123681.52,90.0,19.347437,-99.055725,Distrito Federal
apartment,211097.14,290.0,19.385472,-99.256456,Distrito Federal
apartment,300000.0,139.0,20.2016654,-87.4605774,Quintana Roo
apartment,545434.42,220.0,19.3057082,-99.2266013,Distrito Federal
apartment,90199.26,60.0,19.335043,-99.235537,Distrito Federal
house,108770.69,145.0,20.6188710143,-87.1069069952,Quintana Roo
apartment,558476.72,0.0,19.3627702,-99.2659429,Distrito Federal
apartment,172033.69,90.0,23.634501,-102.552788,Distrito Federal
house,1317474.45,1100.0,19.320576,-99.20929,Distrito Federal
house,131716.2,181.0,19.34016,-99.194081,Distrito Federal
apartment,263432.41,74.0,19.443178,-99.20237,Distrito Federal
apartment,257348.97,160.0,19.3339183962,-99.2400678992,Distrito Federal
apartment,74762.12,50.0,19.308287,-99.146309,Distrito Federal
apartment,63765.76,67.0,19.3653,-99.148217,Distrito Federal
apartment,189000.0,97.0,21.1180036168,-86.7681055079,Quintana Roo
apartment,40392.98,80.0,19.324075,-99.117756,Distrito Federal
house,1106416.15,398.0,19.420166,-99.220367,Distrito Federal
house,471655.85,385.0,19.3951834,-99.2320055,Distrito Federal
house,750000.0,384.0,21.1126405,-86.7664362,Quintana Roo
house,102699.02,200.0,19.523787,-99.153007,Distrito Federal
apartment,46954.78,63.0,19.491447,-99.180214,Distrito Federal
house,150192.08,157.0,21.1356326752,-86.8262426555,Quintana Roo
apartment,41680.96,55.0,19.449997,-99.18117,Distrito Federal
house,410777.07,190.0,19.381253,-99.140806,Distrito Federal
house,150683.34,220.0,19.365175,-99.230064,Distrito Federal
house,450000.0,250.0,21.1295466,-86.8170132,Quintana Roo
apartment,289775.66,54.0,23.634501,-102.552788,Distrito Federal
apartment,131747.44,129.0,19.390748,-99.158695,Distrito Federal
apartment,52349.29,60.0,19.309208,-99.171906,Distrito Federal
apartment,66911.83,70.0,19.451872,-99.173522,Distrito Federal
apartment,97996.85,50.0,19.381978,-99.156831,Distrito Federal
house,213380.25,110.0,19.338936,-99.260136,Distrito Federal
apartment,350000.0,194.0,20.6366598988,-87.0684957504,Quintana Roo
apartment,445306.36,147.0,19.275206,-99.218292,Distrito Federal
apartment,37776.2,75.0,19.328643,-99.124224,Distrito Federal
apartment,184051.43,120.0,19.400877,-99.16222,Distrito Federal
apartment,53832.41,90.0,19.454332,-99.200287,Distrito Federal
apartment,197574.31,152.0,19.367609,-99.15581,Distrito Federal
apartment,67965.56,64.0,19.383446,-99.137643,Distrito Federal
house,263494.89,421.0,19.489897,-99.21067,Distrito Federal
apartment,110667.85,150.0,19.48527,-99.200287,Distrito Federal
house,83771.5,200.0,19.337822,-99.246689,Distrito Federal
apartment,54267.07,45.0,19.332495,-99.168057,Distrito Federal
apartment,79029.72,80.0,19.370046,-99.146155,Distrito Federal
house,237145.4,0.0,21.1398756255,-86.8301050365,Quintana Roo
apartment,41268.26,40.0,19.482024,-99.112712,Distrito Federal
apartment,83876.88,100.0,19.519303,-99.136218,Distrito Federal
apartment,837913.75,310.0,19.3874584,-99.2521431,Distrito Federal
apartment,175551.36,74.0,19.39912,-99.141464,Distrito Federal
apartment,71143.62,66.0,19.371843,-99.200287,Distrito Federal
house,176499.72,350.0,19.317922,-99.236124,Distrito Federal
apartment,68562.95,380.0,19.384808,-99.137496,Distrito Federal
house,67799.54,100.0,19.427636,-99.158267,Distrito Federal
apartment,52686.48,65.0,19.48778,-99.110583,Distrito Federal
apartment,33200.35,65.0,19.4753714,-99.1048072,Distrito Federal
apartment,42159.18,59.0,19.455909878,-99.2046815157,Distrito Federal
apartment,41368.69,75.0,19.496491,-99.149702,Distrito Federal
apartment,1500000.0,325.0,19.3631419,-99.2880597,Distrito Federal
apartment,175231.5,413.0,19.427649,-99.176003,Distrito Federal
apartment,417375.9,119.0,19.41498,-99.177444,Distrito Federal
house,727245.89,460.0,21.1295466,-86.8170132,Quintana Roo
apartment,130110.22,75.0,19.391834,-99.188695,Distrito Federal
house,895882.62,426.0,19.399095,-99.255136,Distrito Federal
apartment,33118.72,75.0,19.403155,-99.074139,Distrito Federal
house,532359.72,230.0,19.493973,-99.130394,Distrito Federal
apartment,33502.21,70.0,19.399226,-99.134352,Distrito Federal
apartment,177695.7,83.0,19.298168,-99.113106,Distrito Federal
apartment,69809.59,62.0,19.413393,-99.131381,Distrito Federal
apartment,346677.06,160.0,19.275206,-99.218292,Distrito Federal
apartment,43782.46,60.0,19.410079,-99.127004,Distrito Federal
apartment,165962.42,116.0,19.478469,-99.116014,Distrito Federal
apartment,52453.03,70.0,19.443903,-99.171681,Distrito Federal
apartment,27396.97,70.0,19.527845,-99.149811,Distrito Federal
house,179134.04,340.0,19.264606,-99.134913,Distrito Federal
house,3000000.0,1250.0,19.320576,-99.20929,Distrito Federal
apartment,194939.99,60.0,19.440935,-99.188522,Distrito Federal
house,263432.41,247.0,19.493692,-99.164986,Distrito Federal
house,155988.97,322.0,19.371548,-99.049693,Distrito Federal
house,147522.15,220.0,19.477089,-99.080158,Distrito Federal
house,259470.39,304.0,19.461448,-99.10517,Distrito Federal
apartment,108007.29,63.0,19.295734,-99.146996,Distrito Federal
apartment,380000.0,708.0,21.163416038,-86.8342872709,Quintana Roo
house,1027386.43,950.0,21.129821,-86.763694,Quintana Roo
apartment,168596.74,110.0,19.340202,-99.257774,Distrito Federal
apartment,45257.68,68.0,19.452503,-99.120018,Distrito Federal
apartment,223970.65,83.0,19.3981280251,-99.1629248857,Distrito Federal
apartment,273442.85,92.0,19.410723,-99.182367,Distrito Federal
house,38461.13,78.0,18.68361,-88.400657,Quintana Roo
apartment,379342.68,145.0,19.405298,-99.164986,Distrito Federal
apartment,289775.66,135.0,19.376822,-99.174675,Distrito Federal
store,6243537.78,4763.0,19.310879,-99.138695,Distrito Federal
apartment,39514.86,56.0,19.450423,-99.201147,Distrito Federal
apartment,346677.06,160.0,19.275206,-99.218292,Distrito Federal
house,1500000.0,400.0,21.1669102,-86.8113357,Quintana Roo
apartment,35801.89,70.0,19.414009,-99.142481,Distrito Federal
house,390000.0,303.0,21.129547,-86.817017,Quintana Roo
apartment,44709.81,75.0,19.460012,-99.153755,Distrito Federal
house,690000.0,370.0,21.199106,-86.805694,Quintana Roo
house,574282.67,1182.0,19.2969709106,-99.0326645022,Distrito Federal
apartment,157005.72,99.0,19.394358,-99.177444,Distrito Federal
house,2400000.0,407.0,21.1694853329,-86.8037295341,Quintana Roo
house,197539.22,250.0,19.340845,-99.244197,Distrito Federal
apartment,90936.87,56.0,19.444584,-99.174675,Distrito Federal
apartment,43677.09,50.0,19.410307,-99.065399,Distrito Federal
apartment,39251.43,60.0,19.29707,-99.051074,Distrito Federal
apartment,130552.89,90.0,19.433846,-99.1905,Distrito Federal
apartment,79029.72,260.0,19.398477,-99.136487,Distrito Federal
store,41622.32,70.0,19.438125,-99.130295,Distrito Federal
apartment,147568.09,1016.0,19.335144,-99.199574,Distrito Federal
apartment,76097.32,90.0,19.422225,-99.167137,Distrito Federal
house,100128.05,158.0,21.139641,-86.879738,Quintana Roo
apartment,314650.0,82.0,20.626583,-87.078659,Quintana Roo
apartment,85668.22,66.0,19.333996,-99.2375,Distrito Federal
apartment,38812.39,70.0,19.464589,-99.183659,Distrito Federal
apartment,68492.42,65.0,19.288229,-99.12374,Distrito Federal
apartment,120125.18,120.0,19.367931,-99.170262,Distrito Federal
house,139652.29,290.0,21.146414,-86.843369,Quintana Roo
apartment,175000.0,175.0,20.626583,-87.078659,Quintana Roo
apartment,28520.98,70.0,19.446053,-99.120285,Distrito Federal
apartment,241040.66,135.0,19.3794059,-99.1591446,Distrito Federal
apartment,46105.28,70.0,19.52381,-99.151475,Distrito Federal
apartment,61130.81,77.0,19.453457,-99.21764,Distrito Federal
house,84298.37,120.0,19.430369,-99.186872,Distrito Federal
apartment,52686.48,68.0,19.453691,-99.180039,Distrito Federal
apartment,121734.63,100.0,20.61372587,-87.0960903168,Quintana Roo
apartment,80392.29,70.0,19.453909,-99.208595,Distrito Federal
apartment,74368.79,47.0,19.446829,-99.159454,Distrito Federal
apartment,49051.11,56.0,19.456993,-99.118637,Distrito Federal
apartment,89904.21,47.0,19.383823,-99.254311,Distrito Federal
house,102369.83,190.0,19.470329,-99.146309,Distrito Federal
house,147557.13,320.0,21.082655,-86.857162,Quintana Roo
apartment,31787.49,60.0,19.441816,-99.092908,Distrito Federal
house,1043439.76,585.0,19.493973,-99.130394,Distrito Federal
apartment,140361.53,62.0,19.394073,-99.153915,Distrito Federal
apartment,760000.0,350.0,21.1902642,-86.8198375,Quintana Roo
apartment,104810.75,60.0,19.443178,-99.20237,Distrito Federal
apartment,75394.35,69.0,19.465454,-99.162665,Distrito Federal
house,230556.05,360.0,19.353592,-99.177275,Distrito Federal
apartment,35133.45,50.0,19.369859,-99.135812,Distrito Federal
apartment,67175.26,68.0,19.428152,-99.106194,Distrito Federal
apartment,43308.28,65.0,19.365484,-99.196619,Distrito Federal
apartment,71992.81,118.0,20.6540990945,-87.0857208967,Quintana Roo
house,439232.8,255.0,19.3605334,-99.2267067,Distrito Federal
house,519084.93,338.0,19.3438765513,-99.3069778102,Distrito Federal
apartment,152719.99,62.0,19.39365,-99.14769,Distrito Federal
house,166001.78,750.0,19.2990233,-99.0436467,Distrito Federal
apartment,123813.23,90.0,19.39365,-99.14769,Distrito Federal
apartment,46943.65,65.0,19.359901,-99.189606,Distrito Federal
house,89588.26,115.0,19.334476,-99.283854,Distrito Federal
apartment,59008.86,80.0,19.470359,-99.183001,Distrito Federal
house,196183.86,170.0,19.309208,-99.171906,Distrito Federal
house,134663.49,203.0,19.395473,-99.046986,Distrito Federal
apartment,194986.21,60.0,19.440935,-99.188522,Distrito Federal
apartment,62553.6,133.0,19.445032,-99.140207,Distrito Federal
apartment,939000.0,320.0,20.6295586,-87.0738851,Solidaridad
apartment,200000.0,104.0,20.6284265382,-87.0808339119,Solidaridad
house,105397.95,160.0,19.314381,-99.127632,Distrito Federal
house,97530.16,212.0,19.469681,-99.086136,Distrito Federal
apartment,39514.86,56.0,19.452301,-99.207422,Distrito Federal
apartment,99074.07,158.0,19.443545,-99.211823,Distrito Federal
apartment,52159.61,42.0,19.469681,-99.086136,Distrito Federal
apartment,45310.37,86.0,19.45178,-99.15709,Distrito Federal
house,1000000.0,900.0,20.4104426327,-87.3078775406,Quintana Roo
house,590088.61,410.0,19.353813,-99.163605,Distrito Federal
apartment,34825.76,10.0,19.493185,-99.205755,Distrito Federal
house,237145.4,190.0,19.336035,-99.134996,Distrito Federal
house,392514.3,146.0,19.312578,-99.236298,Distrito Federal
apartment,459600.0,131.0,20.6295586,-87.0738851,Solidaridad
apartment,26349.48,0.0,19.371681,-99.115875,Distrito Federal
apartment,129655.0,98.0,19.469769,-99.157379,Distrito Federal
apartment,68228.99,85.0,19.35782,-99.149406,Distrito Federal
house,68508.67,0.0,21.1461522673,-86.8458938599,Quintana Roo
house,283520.5,221.0,19.293157,-99.212517,Distrito Federal
apartment,60589.45,65.0,19.346609,-99.072311,Distrito Federal
apartment,211624.0,290.0,19.385472,-99.256456,Distrito Federal
house,563879.06,258.0,19.3358368421,-99.2021495104,Distrito Federal
house,685086.71,480.0,19.4392516,-99.1636051,Distrito Federal
apartment,89567.02,113.0,19.427607,-99.160835,Distrito Federal
house,34486.21,150.0,19.454744,-99.055469,Distrito Federal
house,123813.23,100.0,19.392264,-99.140604,Distrito Federal
apartment,232663.51,87.0,19.432657,-99.177444,Distrito Federal
apartment,116437.12,90.0,19.391819,-99.188639,Distrito Federal
house,145362.0,560.0,19.248758,-99.173294,Distrito Federal
apartment,3500000.0,500.0,21.1295466,-86.8170132,Quintana Roo
apartment,19762.11,62.0,19.336828,-99.135239,Distrito Federal
apartment,54267.07,54.0,19.462355,-99.193313,Distrito Federal
apartment,73778.56,62.0,19.46212,-99.143046,Distrito Federal
house,395148.62,385.0,19.2818171,-99.1434659,Distrito Federal
apartment,44794.13,57.0,19.4823253,-99.185752,Distrito Federal
apartment,96198.82,80.0,19.365865,-99.148341,Distrito Federal
apartment,79048.46,61.0,19.391903,-99.188954,Distrito Federal
house,115910.26,140.0,19.304952,-99.180787,Distrito Federal
apartment,94045.37,65.0,19.472155,-99.161186,Distrito Federal
apartment,42623.36,47.0,19.418648,-99.068105,Distrito Federal
apartment,93255.07,69.0,19.472155,-99.161186,Distrito Federal
house,216065.81,261.0,21.161908,-86.8515279,Quintana Roo
house,658737.22,569.0,21.158964,-86.845937,Quintana Roo
apartment,44794.13,0.0,20.6802053,-87.0605355,Quintana Roo
apartment,67454.69,70.0,19.4736729503,-99.0838479996,Distrito Federal
apartment,135561.0,73.0,21.129547,-86.817017,Quintana Roo
apartment,36360.89,65.0,19.456002,-99.191888,Distrito Federal
apartment,88513.29,64.0,19.348823,-99.125532,Distrito Federal
apartment,650000.0,217.0,21.1433771,-86.8595054,Quintana Roo
house,230239.93,319.0,19.397882,-99.165969,Distrito Federal
apartment,47366.88,75.0,19.475745,-99.095737,Distrito Federal
house,179176.52,200.0,21.1353179,-86.8608315,Quintana Roo
apartment,46251.72,66.0,19.453665,-99.122353,Distrito Federal
house,1500000.0,425.0,21.129547,-86.817017,Quintana Roo
house,71758.99,98.0,19.433977,-99.1117,Distrito Federal
apartment,137027.0,65.0,19.39365,-99.14769,Distrito Federal
apartment,226631.95,74.0,19.375626,-99.15461,Distrito Federal
apartment,219500.0,122.0,20.2007286248,-87.4607419968,Quintana Roo
house,108112.66,80.0,19.466697,-99.090274,Distrito Federal
apartment,84318.36,71.0,19.3246591,-99.140855,Distrito Federal
apartment,46943.65,50.0,19.359901,-99.189606,Distrito Federal
apartment,55239.14,80.0,19.306092,-99.113431,Distrito Federal
apartment,163366.83,78.0,19.3499358,-99.2906864,Distrito Federal
apartment,129608.75,95.0,19.392172,-99.154625,Distrito Federal
apartment,126414.67,126.0,21.161908,-86.8515279,Quintana Roo
apartment,91498.82,110.0,19.420936,-99.168425,Distrito Federal
apartment,140653.57,95.0,19.402876,-99.147346,Distrito Federal
apartment,197574.31,85.0,19.436516,-99.173988,Distrito Federal
house,1350000.0,612.0,20.5026789073,-87.2227961943,Quintana Roo
apartment,64751.68,50.0,19.473415,-99.143539,Distrito Federal
house,391202.06,290.0,19.39365,-99.14769,Distrito Federal
apartment,281872.68,127.0,19.400813,-99.157932,Distrito Federal
apartment,164065.71,100.0,19.39365,-99.14769,Distrito Federal
house,142253.5,117.0,19.2790911,-99.2114234,Distrito Federal
apartment,84298.37,56.0,19.4473207,-99.1745277,Distrito Federal
apartment,53687.52,45.0,23.634501,-102.552788,Distrito Federal
house,207106.98,300.0,19.301835,-99.206377,Distrito Federal
house,710951.41,694.0,19.326177,-99.208752,Distrito Federal
apartment,447835.11,290.0,19.420166,-99.220367,Distrito Federal
apartment,70863.32,60.0,19.450551,-99.156352,Distrito Federal
apartment,370000.0,199.0,21.1295466,-86.8170132,Quintana Roo
apartment,289775.66,179.0,20.613375,-87.089897,Quintana Roo
apartment,59391.74,48.0,19.443178,-99.144234,Distrito Federal
apartment,69562.65,63.0,19.2903346,-99.1272957,Distrito Federal
store,118000.0,45.0,20.621714,-87.090479,Quintana Roo
apartment,50257.22,75.0,19.440749,-99.141649,Distrito Federal
house,185842.68,160.0,19.273847,-99.146243,Distrito Federal
apartment,2500000.0,340.0,19.2464696,-99.1013498,Distrito Federal
house,357299.07,540.0,19.338923,-99.15605,Distrito Federal
apartment,98260.29,10.0,19.33809,-99.185959,Distrito Federal
house,585346.83,742.0,19.332435,-99.202588,Distrito Federal
house,91696.22,155.0,21.161908,-86.8515279,Quintana Roo
house,205698.94,345.0,19.396791,-99.0675346,Distrito Federal
house,55333.92,80.0,20.6643223683,-87.079547426,Quintana Roo
house,57955.13,117.0,21.180584,-86.8396,Quintana Roo
house,157569.94,204.0,21.161908,-86.8515279,Quintana Roo
apartment,100104.31,67.0,19.257836,-99.167904,Distrito Federal
apartment,24241.52,65.0,19.504985,-99.208557,Distrito Federal
apartment,34517.83,50.0,19.291594,-99.052963,Distrito Federal
house,685086.71,475.0,19.3244270722,-99.2314513028,Distrito Federal
apartment,44783.51,50.0,19.317698,-99.061256,Distrito Federal
apartment,24310.96,50.0,19.435768,-99.086264,Distrito Federal
apartment,197574.31,107.0,19.360551,-99.298392,Distrito Federal
apartment,115910.26,114.0,19.278097,-99.132365,Distrito Federal
house,326650.93,195.0,19.401003,-99.175661,Distrito Federal
apartment,580000.0,270.0,23.634501,-102.552788,Distrito Federal
apartment,750000.0,440.0,19.401079,-99.24807,Distrito Federal
apartment,78958.72,75.0,19.477827,-99.216217,Distrito Federal
apartment,162206.93,50.0,19.349449,-99.147779,Distrito Federal
apartment,790297.25,70.0,19.31608,-99.126443,Distrito Federal
apartment,240000.0,103.0,20.621659,-87.100348,Quintana Roo
apartment,35519.53,75.0,19.351371,-99.161529,Distrito Federal
apartment,39887.51,70.0,19.38828,-99.195529,Distrito Federal
house,94593.04,100.0,19.452751,-99.056419,Distrito Federal
house,94331.17,0.0,21.139271,-86.859673,Quintana Roo
house,36880.53,72.0,19.387764,-99.205826,Distrito Federal
apartment,245050.24,122.0,19.314545,-99.140672,Distrito Federal
house,521561.78,243.0,19.3455921,-99.1484149,Distrito Federal
apartment,71407.11,70.0,19.452245,-99.15589,Distrito Federal
apartment,196943.14,160.0,21.129547,-86.817017,Quintana Roo
apartment,98787.15,75.0,19.284672,-99.220367,Distrito Federal
apartment,26876.47,48.0,19.3679029336,-99.0084283054,Distrito Federal
house,1100000.0,450.0,21.1347621,-86.7461357,Quintana Roo
apartment,44049.06,55.0,19.421822,-99.144041,Distrito Federal
house,35835.3,78.0,19.387764,-99.205826,Distrito Federal
apartment,158096.93,187.0,21.129547,-86.817017,Quintana Roo
house,108893.63,130.0,19.388079,-99.08268,Distrito Federal
apartment,310850.25,150.0,19.272743,-99.17952,Distrito Federal
apartment,49525.29,51.0,19.415143,-99.14685,Distrito Federal
house,176499.72,350.0,19.317653,-99.236291,Distrito Federal
house,233298.38,261.0,19.301271,-99.139389,Distrito Federal
apartment,342462.14,140.0,19.3376152,-99.194904,Distrito Federal
apartment,175231.5,110.0,19.428324,-99.176337,Distrito Federal
apartment,60589.45,80.0,19.402944,-99.199727,Distrito Federal
house,181811.47,293.0,21.1617159743,-86.8234346813,Quintana Roo
apartment,255590.04,97.0,19.2464696,-99.1013498,Distrito Federal
apartment,241936.33,64.0,19.409369,-99.171906,Distrito Federal
house,263432.41,280.0,19.421453,-99.10697,Distrito Federal
apartment,40645.77,72.0,19.2790911,-99.2114234,Distrito Federal
apartment,203369.82,89.0,19.436516,-99.173988,Distrito Federal
apartment,44618.39,380.0,19.322171,-99.093858,Distrito Federal
apartment,26870.1,54.0,19.448311,-99.157021,Distrito Federal
apartment,106581.59,78.0,19.437316,-99.174282,Distrito Federal
house,271451.3,417.0,19.486366,-99.127437,Distrito Federal
apartment,20341.8,52.0,19.329188,-99.07105,Distrito Federal
apartment,31611.89,50.0,19.501052,-99.093589,Distrito Federal
apartment,124887.77,60.0,19.386545,-99.144006,Distrito Federal
apartment,21343.71,60.0,19.446313,-99.14006,Distrito Federal
house,237089.17,330.0,19.3073525,-99.1061901,Distrito Federal
house,44794.13,90.0,21.139641,-86.879738,Quintana Roo
apartment,147522.15,90.0,19.376541,-99.180214,Distrito Federal
house,146151.81,350.0,19.354219,-99.126244,Distrito Federal
apartment,86142.4,70.0,19.394073,-99.153915,Distrito Federal
house,222547.7,160.0,19.288296,-99.121208,Distrito Federal
apartment,52159.61,42.0,19.469681,-99.086136,Distrito Federal
apartment,39883.66,85.0,19.373446,-99.139389,Distrito Federal
apartment,65858.1,60.0,19.400379,-99.131088,Distrito Federal
apartment,337720.36,135.0,23.634501,-102.552788,Distrito Federal
apartment,1500000.0,325.0,19.401079,-99.24807,Distrito Federal
house,234665.59,200.0,19.28127,-99.132254,Distrito Federal
house,1100000.0,350.0,21.0448129679,-86.7828941345,Quintana Roo
house,123842.59,160.0,21.129547,-86.817017,Quintana Roo
apartment,97996.85,87.0,19.375311,-99.13952,Distrito Federal
house,922013.46,1450.0,19.295407,-99.113416,Distrito Federal
apartment,263432.41,110.0,19.40899,-99.168508,Distrito Federal
apartment,48114.16,65.0,19.4566382427,-99.200373888,Distrito Federal
apartment,106690.12,60.0,19.328833,-99.133163,Distrito Federal
house,580000.0,468.0,21.158964,-86.845937,Quintana Roo
apartment,3650000.0,575.0,19.400524,-99.230064,Distrito Federal
apartment,197574.31,107.0,19.352219,-99.157096,Distrito Federal
apartment,83097.12,85.0,19.396705,-99.181902,Distrito Federal
house,184402.69,160.0,19.262049,-99.1138,Distrito Federal
house,36880.53,70.0,19.301287,-99.070739,Distrito Federal
apartment,105372.96,58.0,19.506042,-99.153915,Distrito Federal
house,616578.04,287.0,19.3361304282,-99.2020529509,Distrito Federal
store,223917.55,355.0,19.403428,-99.142753,Distrito Federal
apartment,326656.19,137.0,19.275206,-99.218292,Distrito Federal
house,220000.0,220.0,21.139086,-86.84964,Quintana Roo
apartment,48734.99,380.0,19.436024,-99.15461,Distrito Federal
apartment,92833.58,90.0,23.634501,-102.552788,Distrito Federal
house,579551.32,433.0,19.359787,-99.156745,Distrito Federal
apartment,1673373.0,231.0,19.4287384,-99.1894165,Distrito Federal
apartment,121207.64,170.0,21.1397389,-86.8317877,Quintana Roo
apartment,64488.25,57.0,19.366738,-99.14554,Distrito Federal
apartment,250425.54,88.0,19.3584465,-99.2719561,Distrito Federal
house,62960.34,220.0,21.1554854345,-86.8750159442,Quintana Roo
apartment,75815.85,85.0,19.355921,-99.180214,Distrito Federal
apartment,68492.42,75.0,19.329479,-99.070599,Distrito Federal
apartment,60603.82,0.0,19.2814228,-99.1418011,Distrito Federal
apartment,79029.72,67.0,19.428152,-99.106194,Distrito Federal
apartment,270983.78,99.0,19.3867842,-99.1771664,Distrito Federal
apartment,271399.73,128.0,21.1591424,-86.8053312,Quintana Roo
apartment,285318.38,137.0,19.381729,-99.164986,Distrito Federal
apartment,163064.66,65.0,19.446829,-99.159454,Distrito Federal
house,125393.83,150.0,19.337902,-99.236776,Distrito Federal
house,106742.81,154.0,19.412657,-99.134227,Distrito Federal
house,147522.15,340.0,19.3705071,-99.2266013,Distrito Federal
apartment,63750.64,64.0,19.3653,-99.148217,Distrito Federal
store,65000.0,56.0,21.129547,-86.817017,Quintana Roo
apartment,156444.61,52.0,19.405298,-99.164986,Distrito Federal
apartment,126447.56,120.0,19.30829,-99.218079,Distrito Federal
apartment,36309.59,53.0,19.496491,-99.149702,Distrito Federal
apartment,110114.75,80.0,19.387579,-99.170353,Distrito Federal
house,218806.96,125.0,19.40158,-99.15333,Distrito Federal
apartment,209741.93,134.0,21.1445071449,-86.8220307492,Quintana Roo
apartment,106581.59,78.0,19.434723,-99.175887,Distrito Federal
apartment,61116.32,70.0,19.457182,-99.214865,Distrito Federal
apartment,90578.6,59.0,19.443178,-99.144234,Distrito Federal
apartment,30018.12,50.0,19.302588,-99.048903,Distrito Federal
apartment,117037.0,47.0,20.3917349367,-87.4081626534,Quintana Roo
apartment,45848.11,70.0,19.480501,-99.178139,Distrito Federal
house,1275000.0,600.0,19.405931,-99.2507755,Distrito Federal
apartment,138724.79,70.0,19.3908165,-99.1466355,Distrito Federal
house,47769.09,80.0,19.309208,-99.171906,Distrito Federal
apartment,92201.34,60.0,19.39868,-99.132459,Distrito Federal
apartment,148312.45,137.0,21.082655,-86.857162,Quintana Roo
apartment,275000.0,288.0,20.7612007256,-86.9581328501,Quintana Roo
apartment,193932.23,70.0,19.4432497,-99.2028636,Distrito Federal
apartment,8695.33,49.0,19.2837372171,-99.0549311042,Distrito Federal
house,36836.58,65.0,20.6295586,-87.0738851,Quintana Roo
house,42760.35,120.0,19.51704,-99.139062,Distrito Federal
